0,0
0.00012718,0.00024306
0.00025436,0.00082085
0.00038154,0.0014623
0.00050872,0.002108
0.0006359,0.0027455
0.00076308,0.0033731
0.00089026,0.0039921
0.0010174,0.0046042
0.0011446,0.0052109
0.0012718,0.0058135
0.001399,0.0064129
0.0015262,0.00701
0.0016533,0.0076052
0.0017805,0.0081991
0.0019077,0.0087919
0.0020349,0.009384
0.0021621,0.0099755
0.0022892,0.010567
0.0024164,0.011157
0.0025436,0.011748
0.0026708,0.012338
0.002798,0.012929
0.0029251,0.013519
0.0030523,0.014109
0.0031795,0.014699
0.0033067,0.015289
0.0034339,0.015879
0.003561,0.016469
0.0036882,0.017059
0.0038154,0.017649
0.0039426,0.018238
0.0040698,0.018828
0.0041969,0.019418
0.0043241,0.020008
0.0044513,0.020598
0.0045785,0.021188
0.0047057,0.021778
0.0048328,0.022368
0.00496,0.022957
0.0050872,0.023547
0.0052144,0.024137
0.0053416,0.024727
0.0054688,0.025317
0.0055959,0.025907
0.0057231,0.026497
0.0058503,0.027087
0.0059775,0.027676
0.0061047,0.028266
0.0062318,0.028856
0.006359,0.029446
0.0064862,0.030036
0.0066134,0.030626
0.0067406,0.031216
0.0068677,0.031806
0.0069949,0.032395
0.0071221,0.032985
0.0072493,0.033575
0.0073765,0.034165
0.0075036,0.034755
0.0076308,0.035345
0.007758,0.035935
0.0078852,0.036525
0.0080124,0.037114
0.0081395,0.037704
0.0082667,0.038294
0.0083939,0.038884
0.0085211,0.039474
0.0086483,0.040064
0.0087754,0.040654
0.0089026,0.041244
0.0090298,0.041833
0.009157,0.042423
0.0092842,0.043013
0.0094113,0.043603
0.0095385,0.044193
0.0096657,0.044783
0.0097929,0.045373
0.0099201,0.045963
0.010047,0.046552
0.010174,0.047142
0.010302,0.047732
0.010429,0.048322
0.010556,0.048912
0.010683,0.049502
0.01081,0.050092
0.010937,0.050682
0.011065,0.051271
0.011192,0.051861
0.011319,0.052451
0.011446,0.053041
0.011573,0.053631
0.011701,0.054221
0.011828,0.054811
0.011955,0.055401
0.012082,0.05599
0.012209,0.05658
0.012336,0.05717
0.012464,0.05776
0.012591,0.05835
0.012718,0.05894
0.012845,0.05953
0.012972,0.06012
0.0131,0.060709
0.013227,0.061299
0.013354,0.061889
0.013481,0.062479
0.013608,0.063069
0.013735,0.063659
0.013863,0.064249
0.01399,0.064839
0.014117,0.065428
0.014244,0.066018
0.014371,0.066608
0.014499,0.067198
0.014626,0.067788
0.014753,0.068378
0.01488,0.068968
0.015007,0.069558
0.015134,0.070147
0.015262,0.070735
0.015389,0.071291
0.015516,0.071803
0.015643,0.072269
0.01577,0.072692
0.015898,0.073075
0.016025,0.073421
0.016152,0.073733
0.016279,0.074016
0.016406,0.074271
0.016533,0.074501
0.016661,0.074708
0.016788,0.074896
0.016915,0.075065
0.017042,0.075218
0.017169,0.075355
0.017297,0.07548
0.017424,0.075592
0.017551,0.075693
0.017678,0.075785
0.017805,0.075867
0.017932,0.075942
0.01806,0.076009
0.018187,0.07607
0.018314,0.076124
0.018441,0.076174
0.018568,0.076218
0.018695,0.076259
0.018823,0.076295
0.01895,0.076328
0.019077,0.076357
0.019204,0.076384
0.019331,0.076408
0.019459,0.07643
0.019586,0.07645
0.019713,0.076468
0.01984,0.076484
0.019967,0.076498
0.020094,0.076511
0.020222,0.076523
0.020349,0.076534
0.020476,0.076544
0.020603,0.076552
0.02073,0.07656
