0.063666,0.034928,2.0366e-07
0.07084,0.035761,4.3804e-06
0.074504,0.055388,1.6401e-06
0.075743,0.073099,3.3482e-06
0.072886,0.08777,1.1092e-07
0.082428,0.093075,4.4305e-05
0.074153,0.1063,6.8794e-06
0.065836,0.12226,8.3888e-08
0.076081,0.12568,2.2963e-05
0.070336,0.13751,1.0342e-05
0.069374,0.15203,1.9006e-05
0.061384,0.1709,1.4935e-05
